"ShaderTypeName","ShaderType","Frequency","NumShaders","ShadersSize"
"FYCbCrConvertPS","Global","SF_Pixel","1","612"
"FYCbCrConvertPS_4x4Matrix","Global","SF_Pixel","1","573"
"FYCoCgConvertPS","Global","SF_Pixel","1","1148"
"FYUVConvertPS","Global","SF_Pixel","1","656"
"FYUVY416ConvertPS","Global","SF_Pixel","1","1104"
"FYUVv210ConvertPS","Global","SF_Pixel","1","1247"
"FYUVv216ConvertPS","Global","SF_Pixel","1","1260"
"FYUY2ConvertPS","Global","SF_Pixel","1","738"
"FYVYUConvertPS","Global","SF_Pixel","1","716"
"NiagaraComputeFreeIDsCS","Global","SF_Compute","1","824"
"NiagaraFillIntBufferCS","Global","SF_Compute","1","239"
"RenderSkyAtmosphereEditorHudPS","Global","SF_Pixel","1","2191"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 0 * 4 + 0)>","Global","SF_Compute","1","1095"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 0 * 4 + 1)>","Global","SF_Compute","1","1298"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 0 * 4 + 2)>","Global","SF_Compute","1","2578"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 1 * 4 + 0)>","Global","SF_Compute","1","1457"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 1 * 4 + 1)>","Global","SF_Compute","1","1660"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 1 * 4 + 2)>","Global","SF_Compute","1","2832"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 2 * 4 + 0)>","Global","SF_Compute","1","1306"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 2 * 4 + 1)>","Global","SF_Compute","1","1485"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 2 * 4 + 2)>","Global","SF_Compute","1","2666"
"TGPUSkinCacheCS<(0 * 32 + 1 * 16 + 0 * 4 + 0)>","Global","SF_Compute","1","1141"
"TGPUSkinCacheCS<(0 * 32 + 1 * 16 + 0 * 4 + 1)>","Global","SF_Compute","1","1312"
"TGPUSkinCacheCS<(0 * 32 + 1 * 16 + 0 * 4 + 2)>","Global","SF_Compute","1","2589"
"TGPUSkinCacheCS<(0 * 32 + 1 * 16 + 1 * 4 + 0)>","Global","SF_Compute","1","1442"
"TGPUSkinCacheCS<(0 * 32 + 1 * 16 + 1 * 4 + 1)>","Global","SF_Compute","1","1572"
"TGPUSkinCacheCS<(0 * 32 + 1 * 16 + 1 * 4 + 2)>","Global","SF_Compute","1","2819"
"TGPUSkinCacheCS<(1 * 32 + 0 * 16 + 0 * 4 + 0)>","Global","SF_Compute","1","1140"
"TGPUSkinCacheCS<(1 * 32 + 0 * 16 + 0 * 4 + 1)>","Global","SF_Compute","1","1344"
"TGPUSkinCacheCS<(1 * 32 + 0 * 16 + 0 * 4 + 2)>","Global","SF_Compute","1","2602"
"TGPUSkinCacheCS<(1 * 32 + 0 * 16 + 1 * 4 + 0)>","Global","SF_Compute","1","1531"
"TGPUSkinCacheCS<(1 * 32 + 0 * 16 + 1 * 4 + 1)>","Global","SF_Compute","1","1591"
"TGPUSkinCacheCS<(1 * 32 + 0 * 16 + 1 * 4 + 2)>","Global","SF_Compute","1","2897"
"TGPUSkinCacheCS<(1 * 32 + 1 * 16 + 0 * 4 + 0)>","Global","SF_Compute","1","1148"
"TGPUSkinCacheCS<(1 * 32 + 1 * 16 + 0 * 4 + 1)>","Global","SF_Compute","1","1281"
"TGPUSkinCacheCS<(1 * 32 + 1 * 16 + 0 * 4 + 2)>","Global","SF_Compute","1","2599"
"TGPUSkinCacheCS<(1 * 32 + 1 * 16 + 1 * 4 + 0)>","Global","SF_Compute","1","1487"
"TGPUSkinCacheCS<(1 * 32 + 1 * 16 + 1 * 4 + 1)>","Global","SF_Compute","1","1570"
"TGPUSkinCacheCS<(1 * 32 + 1 * 16 + 1 * 4 + 2)>","Global","SF_Compute","1","2866"
"TMobileHistogramCS< false >","Global","SF_Compute","1","1020"
"TMobileHistogramCS< true >","Global","SF_Compute","1","1115"
"TModulatedShadowProjection<1>","Global","SF_Pixel","1","1425"
"TModulatedShadowProjection<2>","Global","SF_Pixel","1","1425"
"TModulatedShadowProjection<3>","Global","SF_Pixel","1","1425"
"TModulatedShadowProjection<4>","Global","SF_Pixel","1","1425"
"TModulatedShadowProjection<5>","Global","SF_Pixel","1","1425"
"TOneColorPixelShaderMRT","Global","SF_Pixel","43","12329"
"TOneColorVSfalsefalse","Global","SF_Vertex","1","382"
"TOneColorVSfalsetrue","Global","SF_Vertex","1","498"
"TOneColorVStruefalse","Global","SF_Vertex","1","237"
"TOneColorVStruetrue","Global","SF_Vertex","1","353"
"TPageTableUpdatePS<PF_R16G16B16A16_UINT>","Global","SF_Pixel","1","176"
"TPageTableUpdatePS<PF_R16G16_UINT>","Global","SF_Pixel","1","178"
"TPageTableUpdatePS<PF_R16_UINT>","Global","SF_Pixel","1","178"
"TPageTableUpdatePS<PF_R32G32B32A32_UINT>","Global","SF_Pixel","1","176"
"TPageTableUpdatePS<PF_R32G32_UINT>","Global","SF_Pixel","1","178"
"TPageTableUpdatePS<PF_R32_UINT>","Global","SF_Pixel","1","178"
"TPageTableUpdateVS<false>","Global","SF_Vertex","1","797"
"TPageTableUpdateVS<true>","Global","SF_Vertex","1","796"
"TParticleInjectionPS<false>","Global","SF_Pixel","1","266"
"TParticleInjectionPS<true>","Global","SF_Pixel","1","250"
"TParticleSimulationPS<PCM_None>","Global","SF_Pixel","1","1500"
"TPrefilterPlanarReflectionPS<false>","Global","SF_Pixel","1","437"
"TScreenVSForGS<true>","Global","SF_Vertex","1","529"
"TSlateElementPSBorderfalsefalsefalsefalseA","Global","SF_Pixel","1","857"
"TSlateElementPSBorderfalsetruefalsefalseA","Global","SF_Pixel","1","843"
"TSlateElementPSBordertruefalsefalsefalseA","Global","SF_Pixel","1","838"
"TSlateElementPSBordertruetruefalsefalseA","Global","SF_Pixel","1","839"
"TSlateElementPSColorFontfalsetruefalsefalseA","Global","SF_Pixel","1","682"
"TSlateElementPSColorFonttruetruefalsefalseA","Global","SF_Pixel","1","680"
"TSlateElementPSDefaultfalsefalsefalsefalseA","Global","SF_Pixel","1","667"
"TSlateElementPSDefaultfalsefalsefalsetrueA","Global","SF_Pixel","1","1941"
"TSlateElementPSDefaultfalsefalsetruefalseA","Global","SF_Pixel","1","696"
"TSlateElementPSDefaultfalsefalsetruetrueA","Global","SF_Pixel","1","1896"
"TSlateElementPSDefaultfalsetruefalsefalseA","Global","SF_Pixel","1","675"
"TSlateElementPSDefaultfalsetruefalsetrueA","Global","SF_Pixel","1","1940"
"TSlateElementPSDefaultfalsetruetruefalseA","Global","SF_Pixel","1","696"
"TSlateElementPSDefaultfalsetruetruetrueA","Global","SF_Pixel","1","1896"
"TSlateElementPSDefaulttruefalsefalsefalseA","Global","SF_Pixel","1","681"
"TSlateElementPSDefaulttruefalsefalsetrueA","Global","SF_Pixel","1","1944"
"TSlateElementPSDefaulttruefalsetruefalseA","Global","SF_Pixel","1","697"
"TSlateElementPSDefaulttruefalsetruetrueA","Global","SF_Pixel","1","1903"
"TSlateElementPSDefaulttruetruefalsefalseA","Global","SF_Pixel","1","685"
"TSlateElementPSDefaulttruetruefalsetrueA","Global","SF_Pixel","1","1951"
"TSlateElementPSDefaulttruetruetruefalseA","Global","SF_Pixel","1","697"
"TSlateElementPSDefaulttruetruetruetrueA","Global","SF_Pixel","1","1914"
"TSlateElementPSGrayscaleFontfalsetruefalsefalseA","Global","SF_Pixel","1","684"
"TSlateElementPSGrayscaleFonttruetruefalsefalseA","Global","SF_Pixel","1","685"
"TSlateElementPSLineSegmentfalsetruefalsefalseA","Global","SF_Pixel","1","845"
"TSlateElementPSLineSegmenttruetruefalsefalseA","Global","SF_Pixel","1","850"
"TSlateElementPSMsdfFontfalsetruefalsefalseA","Global","SF_Pixel","1","797"
"TSlateElementPSMsdfFonttruetruefalsefalseA","Global","SF_Pixel","1","810"
"TSlateElementPSRoundedBoxfalsetruefalsefalseA","Global","SF_Pixel","1","1204"
"TSlateElementPSRoundedBoxtruetruefalsefalseA","Global","SF_Pixel","1","1217"
"TSlateElementPSSdfFontfalsetruefalsefalseA","Global","SF_Pixel","1","773"
"TSlateElementPSSdfFonttruetruefalsefalseA","Global","SF_Pixel","1","783"
"FDeferredDecalMobilePS","Material","SF_Pixel","1","2146"
"FDeferredDecalPS","Material","SF_Pixel","1","736"
"FLightFunctionAtlasSlotPS","Material","SF_Pixel","2","659"
"FPostProcessMaterialPS","Material","SF_Pixel","4","3040"
"FPostProcessMaterialVS","Material","SF_Vertex","2","752"
"FVolumetricFogLightFunctionPS","Material","SF_Pixel","8","5357"
"FDepthOnlyPS","MeshMaterial","SF_Pixel","17","11815"
"FDistortionMeshPS","MeshMaterial","SF_Pixel","1","1065"
"FDistortionMeshVS","MeshMaterial","SF_Vertex","1","1902"
"FHitProxyPS","MeshMaterial","SF_Pixel","38","19404"
"FHitProxyVS","MeshMaterial","SF_Vertex","40","98741"
"FMeshDecalsPS","MeshMaterial","SF_Pixel","1","524"
"FMeshDecalsVS","MeshMaterial","SF_Vertex","3","7533"
"TDepthOnlyVS<false>","MeshMaterial","SF_Vertex","38","83150"
"TDepthOnlyVS<true>","MeshMaterial","SF_Vertex","4","6572"
"TMobileBasePassPSFMobileDirectionalLightAndCSMPolicyLOCAL_LIGHTS_DISABLED","MeshMaterial","SF_Pixel","72","257242"
"TMobileBasePassPSFNoLightMapPolicyLOCAL_LIGHTS_DISABLED","MeshMaterial","SF_Pixel","138","354364"
"TMobileBasePassVSFMobileDirectionalLightAndCSMPolicy","MeshMaterial","SF_Vertex","46","113724"
"TMobileBasePassVSFNoLightMapPolicy","MeshMaterial","SF_Vertex","63","176286"
"TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrect","MeshMaterial","SF_Pixel","17","9774"
"TShadowDepthVSVertexShadowDepth_OutputDepth","MeshMaterial","SF_Vertex","38","90837"
"TShadowDepthVSVertexShadowDepth_OutputDepthPositionOnly","MeshMaterial","SF_Vertex","4","9301"
"FComputeKernelShader","ComputeKernel","SF_Compute","145","311231"
